Date,AdjClose,Close,High,Low,Open,Volume
2023-05-03,29006.30859375,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518
2023-05-04,28847.7109375,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514
2023-05-05,29534.384765625,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518
2023-05-06,28904.623046875,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714
2023-05-07,28454.978515625,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486
2023-05-08,27694.2734375,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752
2023-05-09,27658.775390625,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256
2023-05-10,27621.755859375,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026
2023-05-11,27000.7890625,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943
2023-05-12,26804.990234375,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897
2023-05-13,26784.078125,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605
2023-05-14,26930.638671875,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959
2023-05-15,27192.693359375,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792
2023-05-16,27036.650390625,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816
2023-05-17,27398.802734375,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925
2023-05-18,26832.208984375,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600
2023-05-19,26890.12890625,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301
2023-05-20,27129.5859375,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360
2023-05-21,26753.826171875,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921
2023-05-22,26851.27734375,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492
2023-05-23,27225.7265625,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143
2023-05-24,26334.818359375,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428
2023-05-25,26476.20703125,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697
2023-05-26,26719.291015625,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225
2023-05-27,26868.353515625,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141
2023-05-28,28085.646484375,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578
2023-05-29,27745.884765625,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984
2023-05-30,27702.349609375,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851
2023-05-31,27219.658203125,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534
2023-06-01,26819.97265625,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415
2023-06-02,27249.58984375,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000
2023-06-03,27075.12890625,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470
2023-06-04,27119.06640625,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318
2023-06-05,25760.09765625,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646
2023-06-06,27238.783203125,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693
2023-06-07,26345.998046875,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082
2023-06-08,26508.216796875,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295
2023-06-09,26480.375,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640
2023-06-10,25851.240234375,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189
2023-06-11,25940.16796875,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603
2023-06-12,25902.5,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997
2023-06-13,25918.728515625,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486
2023-06-14,25124.67578125,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766
2023-06-15,25576.39453125,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409
2023-06-16,26327.462890625,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965
2023-06-17,26510.67578125,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850
2023-06-18,26336.212890625,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129
2023-06-19,26851.029296875,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222
2023-06-20,28327.48828125,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147
2023-06-21,30027.296875,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979
2023-06-22,29912.28125,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491
2023-06-23,30695.46875,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085
2023-06-24,30548.6953125,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496
2023-06-25,30480.26171875,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114
2023-06-26,30271.130859375,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997
2023-06-27,30688.1640625,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944
2023-06-28,30086.24609375,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779
2023-06-29,30445.3515625,30445.3515625,30796.25,30057.203125,30086.1875,13180860821
2023-06-30,30477.251953125,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197
2023-07-01,30590.078125,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733
2023-07-02,30620.76953125,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042
2023-07-03,31156.439453125,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873
2023-07-04,30777.58203125,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427
2023-07-05,30514.166015625,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280
2023-07-06,29909.337890625,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509
2023-07-07,30342.265625,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155
2023-07-08,30292.541015625,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699
2023-07-09,30171.234375,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692
2023-07-10,30414.470703125,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155
2023-07-11,30620.951171875,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152
2023-07-12,30391.646484375,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717
2023-07-13,31476.048828125,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548
2023-07-14,30334.068359375,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660
2023-07-15,30295.806640625,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756
2023-07-16,30249.1328125,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470
2023-07-17,30145.888671875,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074
2023-07-18,29856.5625,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269
2023-07-19,29913.923828125,29913.923828125,30184.181640625,29794.26953125,29862.046875,12128602812
2023-07-20,29792.015625,29792.015625,30195.53125,29638.095703125,29915.25,14655207121
2023-07-21,29908.744140625,29908.744140625,30045.998046875,29733.8515625,29805.111328125,10972789818
2023-07-22,29771.802734375,29771.802734375,29991.615234375,29664.12109375,29908.697265625,7873300598
2023-07-23,30084.5390625,30084.5390625,30330.640625,29741.52734375,29790.111328125,9220145050
2023-07-24,29176.916015625,29176.916015625,30093.39453125,28934.294921875,30081.662109375,15395817395
2023-07-25,29227.390625,29227.390625,29353.16015625,29062.43359375,29178.970703125,10266772793
2023-07-26,29354.97265625,29354.97265625,29675.552734375,29113.912109375,29225.759765625,13497554655
2023-07-27,29210.689453125,29210.689453125,29560.966796875,29099.3515625,29353.798828125,10770779217
2023-07-28,29319.24609375,29319.24609375,29521.513671875,29125.845703125,29212.1640625,11218474952
2023-07-29,29356.91796875,29356.91796875,29396.84375,29264.166015625,29319.4453125,6481775959
2023-07-30,29275.30859375,29275.30859375,29443.169921875,29059.501953125,29357.09375,8678454527
2023-07-31,29230.111328125,29230.111328125,29489.873046875,29131.578125,29278.314453125,11656781982
2023-08-01,29675.732421875,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391
2023-08-02,29151.958984375,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598
2023-08-03,29178.6796875,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746
2023-08-04,29074.091796875,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988
2023-08-05,29042.126953125,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353
2023-08-06,29041.85546875,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994
2023-08-07,29180.578125,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710
2023-08-08,29765.4921875,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357
2023-08-09,29561.494140625,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213
2023-08-10,29429.591796875,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789
2023-08-11,29397.71484375,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197
2023-08-12,29415.96484375,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008
2023-08-13,29282.9140625,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180
2023-08-14,29408.443359375,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304
2023-08-15,29170.34765625,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779
2023-08-16,28701.779296875,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904
2023-08-17,26664.55078125,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211
2023-08-18,26049.556640625,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529
2023-08-19,26096.205078125,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812
2023-08-20,26189.583984375,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420
2023-08-21,26124.140625,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893
2023-08-22,26031.65625,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706
2023-08-23,26431.640625,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785
2023-08-24,26162.373046875,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023
2023-08-25,26047.66796875,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118
2023-08-26,26008.462890625,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316
2023-08-27,26089.693359375,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611
2023-08-28,26106.150390625,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166
2023-08-29,27727.392578125,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712
2023-08-30,27297.265625,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235
2023-08-31,25931.47265625,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451
2023-09-01,25800.724609375,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221
2023-09-02,25868.798828125,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473
2023-09-03,25969.56640625,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523
2023-09-04,25812.416015625,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106
2023-09-05,25779.982421875,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040
2023-09-06,25753.236328125,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327
2023-09-07,26240.1953125,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100
2023-09-08,25905.654296875,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400
2023-09-09,25895.677734375,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132
2023-09-10,25832.2265625,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047
2023-09-11,25162.654296875,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467
2023-09-12,25833.34375,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324
2023-09-13,26228.32421875,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070
2023-09-14,26539.673828125,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124
2023-09-15,26608.693359375,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788
2023-09-16,26568.28125,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417
2023-09-17,26534.1875,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670
2023-09-18,26754.28125,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655
2023-09-19,27211.1171875,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550
2023-09-20,27132.0078125,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604
2023-09-21,26567.6328125,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708
2023-09-22,26579.568359375,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709
2023-09-23,26579.390625,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301
2023-09-24,26256.826171875,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686
2023-09-25,26298.48046875,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257
2023-09-26,26217.25,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161
2023-09-27,26352.716796875,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997
2023-09-28,27021.546875,27021.546875,27259.5,26327.322265625,26355.8125,14079002707
2023-09-29,26911.720703125,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377
2023-09-30,26967.916015625,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801
2023-10-01,27983.75,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434
2023-10-02,27530.78515625,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322
2023-10-03,27429.978515625,27429.978515625,27667.19140625,27216.001953125,27508.251953125,11407814187
2023-10-04,27799.39453125,27799.39453125,27826.658203125,27248.10546875,27429.07421875,11143355314
2023-10-05,27415.912109375,27415.912109375,28091.861328125,27375.6015625,27798.646484375,11877253670
2023-10-06,27946.59765625,27946.59765625,28252.537109375,27215.552734375,27412.123046875,13492391599
2023-10-07,27968.83984375,27968.83984375,28028.091796875,27870.423828125,27946.78125,6553044316
2023-10-08,27935.08984375,27935.08984375,28102.169921875,27740.662109375,27971.677734375,7916875290
2023-10-09,27583.677734375,27583.677734375,27989.470703125,27302.5625,27934.47265625,12007668568
2023-10-10,27391.01953125,27391.01953125,27715.84765625,27301.654296875,27589.201171875,9973350678
2023-10-11,26873.3203125,26873.3203125,27474.115234375,26561.099609375,27392.076171875,13648094333
2023-10-12,26756.798828125,26756.798828125,26921.439453125,26558.3203125,26873.29296875,9392909295
2023-10-13,26862.375,26862.375,27092.697265625,26686.322265625,26752.87890625,15165312851
2023-10-14,26861.70703125,26861.70703125,26969.0,26814.5859375,26866.203125,5388116782
2023-10-15,27159.65234375,27159.65234375,27289.169921875,26817.89453125,26858.01171875,7098201980
2023-10-16,28519.466796875,28519.466796875,29448.138671875,27130.47265625,27162.62890625,27833876539
2023-10-17,28415.748046875,28415.748046875,28618.751953125,28110.185546875,28522.09765625,14872527508
2023-10-18,28328.341796875,28328.341796875,28889.009765625,28174.251953125,28413.53125,12724128586
2023-10-19,28719.806640625,28719.806640625,28892.474609375,28177.98828125,28332.416015625,14448058195
2023-10-20,29682.94921875,29682.94921875,30104.0859375,28601.669921875,28732.8125,21536125230
2023-10-21,29918.412109375,29918.412109375,30287.482421875,29481.751953125,29683.380859375,11541146996
2023-10-22,29993.896484375,29993.896484375,30199.43359375,29720.3125,29918.654296875,10446520040
2023-10-23,33086.234375,33086.234375,34370.4375,30097.828125,30140.685546875,38363572311
2023-10-24,33901.52734375,33901.52734375,35150.43359375,32880.76171875,33077.3046875,44934999645
2023-10-25,34502.8203125,34502.8203125,35133.7578125,33709.109375,33916.04296875,25254318008
2023-10-26,34156.6484375,34156.6484375,34832.91015625,33762.32421875,34504.2890625,19427195376
2023-10-27,33909.80078125,33909.80078125,34238.2109375,33416.88671875,34156.5,16418032871
2023-10-28,34089.57421875,34089.57421875,34399.390625,33874.8046875,33907.72265625,10160330825
2023-10-29,34538.48046875,34538.48046875,34743.26171875,33947.56640625,34089.37109375,11160323986
2023-10-30,34502.36328125,34502.36328125,34843.93359375,34110.97265625,34531.7421875,17184860315
2023-10-31,34667.78125,34667.78125,34719.25390625,34083.30859375,34500.078125,15758270810
2023-11-01,35437.25390625,35437.25390625,35527.9296875,34170.69140625,34657.2734375,22446272005
2023-11-02,34938.2421875,34938.2421875,35919.84375,34401.57421875,35441.578125,20998158544
2023-11-03,34732.32421875,34732.32421875,34942.47265625,34133.44140625,34942.47265625,17158456701
2023-11-04,35082.1953125,35082.1953125,35256.03125,34616.69140625,34736.32421875,9561294264
2023-11-05,35049.35546875,35049.35546875,35340.33984375,34594.2421875,35090.01171875,12412743996
2023-11-06,35037.37109375,35037.37109375,35286.02734375,34765.36328125,35044.7890625,12693436420
2023-11-07,35443.5625,35443.5625,35892.41796875,34545.81640625,35047.79296875,18834737789
2023-11-08,35655.27734375,35655.27734375,35994.41796875,35147.80078125,35419.4765625,17295394918
2023-11-09,36693.125,36693.125,37926.2578125,35592.1015625,35633.6328125,37762672382
2023-11-10,37313.96875,37313.96875,37493.80078125,36362.75390625,36702.25,22711265155
2023-11-11,37138.05078125,37138.05078125,37407.09375,36773.66796875,37310.0703125,13924272142
2023-11-12,37054.51953125,37054.51953125,37227.69140625,36779.1171875,37133.9921875,11545715999
2023-11-13,36502.35546875,36502.35546875,37405.1171875,36399.60546875,37070.3046875,19057712790
2023-11-14,35537.640625,35537.640625,36753.3515625,34948.5,36491.7890625,23857403554
2023-11-15,37880.58203125,37880.58203125,37964.89453125,35383.78125,35548.11328125,27365821679
2023-11-16,36154.76953125,36154.76953125,37934.625,35545.47265625,37879.98046875,26007385366
2023-11-17,36596.68359375,36596.68359375,36704.484375,35901.234375,36164.82421875,22445028430
2023-11-18,36585.703125,36585.703125,36839.28125,36233.3125,36625.37109375,11886022717
2023-11-19,37386.546875,37386.546875,37509.35546875,36414.59765625,36585.765625,12915986553
2023-11-20,37476.95703125,37476.95703125,37756.8203125,36882.53125,37374.07421875,20888209068
2023-11-21,35813.8125,35813.8125,37631.140625,35813.8125,37469.16015625,25172163756
2023-11-22,37432.33984375,37432.33984375,37856.98046875,35670.97265625,35756.5546875,24397247860
2023-11-23,37289.62109375,37289.62109375,37643.91796875,36923.86328125,37420.43359375,14214948217
2023-11-24,37720.28125,37720.28125,38415.33984375,37261.60546875,37296.31640625,22922957823
2023-11-25,37796.79296875,37796.79296875,37892.4296875,37617.41796875,37721.4140625,9099571165
2023-11-26,37479.12109375,37479.12109375,37820.30078125,37162.75,37796.828125,13744796068
2023-11-27,37254.16796875,37254.16796875,37559.35546875,36750.12890625,37454.19140625,19002925720
2023-11-28,37831.0859375,37831.0859375,38368.48046875,36891.08984375,37247.9921875,21696137014
2023-11-29,37858.4921875,37858.4921875,38366.11328125,37612.6328125,37826.10546875,20728546658
2023-11-30,37712.74609375,37712.74609375,38141.75390625,37531.140625,37861.1171875,18115982627
2023-12-01,38688.75,38688.75,38954.109375,37629.359375,37718.0078125,23512784002
2023-12-02,39476.33203125,39476.33203125,39678.9375,38652.59375,38689.27734375,15534035612
2023-12-03,39978.390625,39978.390625,40135.60546875,39298.1640625,39472.20703125,15769696322
2023-12-04,41980.09765625,41980.09765625,42371.75,39978.62890625,39978.62890625,39856129827
2023-12-05,44080.6484375,44080.6484375,44408.6640625,41421.1484375,41986.265625,36312154535
2023-12-06,43746.4453125,43746.4453125,44265.76953125,43478.08203125,44080.0234375,29909761586
2023-12-07,43292.6640625,43292.6640625,44042.58984375,42880.6484375,43769.1328125,27635760671
2023-12-08,44166.6015625,44166.6015625,44705.515625,43125.296875,43293.13671875,24421116687
2023-12-09,43725.984375,43725.984375,44361.2578125,43627.59765625,44180.01953125,17368210171
2023-12-10,43779.69921875,43779.69921875,44034.625,43593.28515625,43728.3828125,13000481418
2023-12-11,41243.83203125,41243.83203125,43808.375,40234.578125,43792.01953125,40632672038
2023-12-12,41450.22265625,41450.22265625,42048.3046875,40667.5625,41238.734375,24779520132
2023-12-13,42890.7421875,42890.7421875,43429.78125,40676.8671875,41468.46484375,26797884674
2023-12-14,43023.97265625,43023.97265625,43390.859375,41767.08984375,42884.26171875,25578530178
2023-12-15,41929.7578125,41929.7578125,43087.82421875,41692.96875,43028.25,19639442462
2023-12-16,42240.1171875,42240.1171875,42664.9453125,41723.11328125,41937.7421875,14386729590
2023-12-17,41364.6640625,41364.6640625,42359.49609375,41274.54296875,42236.109375,16678702876
2023-12-18,42623.5390625,42623.5390625,42720.296875,40530.2578125,41348.203125,25224642008
2023-12-19,42270.52734375,42270.52734375,43354.296875,41826.3359375,42641.51171875,23171001281
2023-12-20,43652.25,43652.25,44275.5859375,42223.81640625,42261.30078125,27868908174
2023-12-21,43869.15234375,43869.15234375,44240.66796875,43330.05078125,43648.125,22452766169
2023-12-22,43997.90234375,43997.90234375,44367.95703125,43441.96875,43868.98828125,21028503216
2023-12-23,43739.54296875,43739.54296875,44015.69921875,43351.35546875,44012.19921875,13507796558
2023-12-24,43016.1171875,43016.1171875,43945.5234375,42786.91796875,43728.3671875,18830554085
2023-12-25,43613.140625,43613.140625,43765.09375,42765.76953125,43010.57421875,21115795370
2023-12-26,42520.40234375,42520.40234375,43603.17578125,41676.48828125,43599.84765625,30026850982
2023-12-27,43442.85546875,43442.85546875,43683.16015625,42167.58203125,42518.46875,25260941032
2023-12-28,42627.85546875,42627.85546875,43804.78125,42318.55078125,43468.19921875,22992093014
2023-12-29,42099.40234375,42099.40234375,43124.32421875,41424.0625,42614.64453125,26000021055
2023-12-30,42156.90234375,42156.90234375,42584.125,41556.2265625,42091.75390625,16013925945
2023-12-31,42265.1875,42265.1875,42860.9375,41998.25390625,42152.09765625,16397498810
2024-01-01,44167.33203125,44167.33203125,44175.4375,42214.9765625,42280.234375,18426978443
2024-01-02,44957.96875,44957.96875,45899.70703125,44176.94921875,44187.140625,39335274536
2024-01-03,42848.17578125,42848.17578125,45503.2421875,40813.53515625,44961.6015625,46342323118
2024-01-04,44179.921875,44179.921875,44770.0234375,42675.17578125,42855.81640625,30448091210
2024-01-05,44162.69140625,44162.69140625,44353.28515625,42784.71875,44192.98046875,32336029347
2024-01-06,43989.1953125,43989.1953125,44227.6328125,43475.15625,44178.953125,16092503468
2024-01-07,43943.09765625,43943.09765625,44495.5703125,43662.23046875,43998.46484375,19330573863
2024-01-08,46970.50390625,46970.50390625,47218.0,43244.08203125,43948.70703125,42746192015
2024-01-09,46139.73046875,46139.73046875,47893.69921875,45244.71484375,46987.640625,39821290992
2024-01-10,46627.77734375,46627.77734375,47647.22265625,44483.15234375,46121.5390625,50114613298
2024-01-11,46368.5859375,46368.5859375,48969.37109375,45678.64453125,46656.07421875,45833734549
2024-01-12,42853.16796875,42853.16796875,46498.13671875,41903.76953125,46354.79296875,43332698900
2024-01-13,42842.3828125,42842.3828125,43234.66015625,42464.14453125,42799.4453125,20601860469
2024-01-14,41796.26953125,41796.26953125,43065.59765625,41724.61328125,42842.26171875,17521429522
2024-01-15,42511.96875,42511.96875,43319.72265625,41705.41796875,41715.06640625,22320220558
2024-01-16,43154.9453125,43154.9453125,43566.2734375,42085.99609375,42499.3359375,24062872740
2024-01-17,42742.65234375,42742.65234375,43189.890625,42189.30859375,43132.1015625,20851232595
2024-01-18,41262.05859375,41262.05859375,42876.34765625,40631.171875,42742.3125,25218357242
2024-01-19,41618.40625,41618.40625,42134.16015625,40297.45703125,41278.4609375,25752407154
2024-01-20,41665.5859375,41665.5859375,41877.89453125,41446.82421875,41624.58984375,11586690904
2024-01-21,41545.78515625,41545.78515625,41855.3671875,41497.0078125,41671.48828125,9344043642
2024-01-22,39507.3671875,39507.3671875,41651.20703125,39450.1171875,41553.65234375,31338708143
2024-01-23,39845.55078125,39845.55078125,40127.3515625,38521.89453125,39518.71484375,29244553045
2024-01-24,40077.07421875,40077.07421875,40483.78515625,39508.796875,39877.59375,22359526178
2024-01-25,39933.80859375,39933.80859375,40254.48046875,39545.6640625,40075.55078125,18491782013
2024-01-26,41816.87109375,41816.87109375,42209.38671875,39825.69140625,39936.81640625,25598119893
2024-01-27,42120.0546875,42120.0546875,42195.6328125,41431.28125,41815.625,11422941934
2024-01-28,42035.59375,42035.59375,42797.17578125,41696.91015625,42126.125,16858971687
2024-01-29,43288.24609375,43288.24609375,43305.8671875,41818.33203125,42030.9140625,20668476578
2024-01-30,42952.609375,42952.609375,43838.9453125,42711.37109375,43300.2265625,23842814518
2024-01-31,42582.60546875,42582.60546875,43717.40625,42298.9453125,42946.25,24673628793
2024-02-01,43075.7734375,43075.7734375,43243.16796875,41879.19140625,42569.76171875,21423953779
2024-02-02,43185.859375,43185.859375,43422.48828125,42584.3359375,43077.640625,18603843039
2024-02-03,42992.25,42992.25,43359.94140625,42890.80859375,43184.96484375,11169245236
2024-02-04,42583.58203125,42583.58203125,43097.64453125,42374.83203125,42994.94140625,14802225490
2024-02-05,42658.66796875,42658.66796875,43494.25,42264.81640625,42577.62109375,18715487317
2024-02-06,43084.671875,43084.671875,43344.1484375,42529.01953125,42657.390625,16798476726
2024-02-07,44318.22265625,44318.22265625,44341.94921875,42775.95703125,43090.01953125,21126587775
2024-02-08,45301.56640625,45301.56640625,45575.83984375,44332.125,44332.125,26154524080
2024-02-09,47147.19921875,47147.19921875,48152.49609375,45260.82421875,45297.3828125,39316770844
2024-02-10,47771.27734375,47771.27734375,48146.171875,46905.3203125,47153.52734375,16398681570
2024-02-11,48293.91796875,48293.91796875,48535.9375,47617.40625,47768.96875,19315867136
2024-02-12,49958.22265625,49958.22265625,50280.4765625,47745.76171875,48296.38671875,34511985805
2024-02-13,49742.44140625,49742.44140625,50358.390625,48406.49609375,49941.359375,35593051468
2024-02-14,51826.6953125,51826.6953125,52021.37109375,49296.83203125,49733.4453125,39105608050
2024-02-15,51938.5546875,51938.5546875,52820.06640625,51371.62890625,51836.78515625,38564360533
2024-02-16,52160.203125,52160.203125,52537.96875,51641.3671875,51937.7265625,28180567298
2024-02-17,51662.99609375,51662.99609375,52191.9140625,50669.66796875,52161.67578125,20009091006
2024-02-18,52122.546875,52122.546875,52356.96484375,51233.70703125,51661.96875,17595377311
2024-02-19,51779.14453125,51779.14453125,52483.32421875,51711.8203125,52134.8125,21362184346
2024-02-20,52284.875,52284.875,52945.05078125,50792.3125,51777.7265625,33353758256
2024-02-21,51839.1796875,51839.1796875,52368.81640625,50671.7578125,52273.53515625,28624907020
2024-02-22,51304.97265625,51304.97265625,52009.61328125,50926.29296875,51854.64453125,25413900611
2024-02-23,50731.94921875,50731.94921875,51497.93359375,50561.77734375,51283.90625,21427078270
2024-02-24,51571.1015625,51571.1015625,51684.1953125,50585.4453125,50736.37109375,15174077879
2024-02-25,51733.23828125,51733.23828125,51950.02734375,51306.171875,51565.21484375,15413239245
2024-02-26,54522.40234375,54522.40234375,54938.17578125,50931.03125,51730.5390625,34074411896
2024-02-27,57085.37109375,57085.37109375,57537.83984375,54484.19921875,54519.36328125,49756832031
2024-02-28,62504.7890625,62504.7890625,63913.1328125,56738.42578125,57071.09765625,83239156760
2024-02-29,61198.3828125,61198.3828125,63585.64453125,60498.73046875,62499.18359375,65496611844
